"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PMWKZ9RF","book","2020","Ebrahimi, Amir","Advances in Modelling and Control of Wind and Hydrogenerators","","978-1-83880-533-3","","","https://www.intechopen.com/books/8124","Rapid deployment of wind and solar energy generation is going to result in a series of new problems with regards to the reliability of our electrical grid in terms of outages, cost, and life-time, forcing us to promptly deal with the challenging restructuring of our energy systems. Increased penetration of fluctuating renewable energy resources is a challenge for the electrical grid. Proposing solutions to deal with this problem also impacts the functionality of large generators. The power electronic generator interactions, multi-domain modelling, and reliable monitoring systems are examples of new challenges in this field. This book presents some new modelling methods and technologies for renewable energy generators including wind, ocean, and hydropower systems.","2020-04-01","2022-05-11 15:42:58","2022-05-16 14:38:42","2022-05-11 15:42:58","","","","","","","","","","","","","","en","","","","","www.intechopen.com","","DOI: 10.5772/intechopen.77988","","C:\Users\Work\Zotero\storage\RYAR5JHS\Ebrahimi - 2020 - Advances in Modelling and Control of Wind and Hydr.pdf","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6GM7DAK","journalArticle","2020","Efe, A.","Anticipating the disruptive and incremental innovations brought by quantum computing","ISACA Journal","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081967326&partnerID=40&md5=ed250f18fe0d3bf4b7082c8ff1680088","","2020","2022-05-11 15:26:10","2022-05-16 14:38:00","","26-32","","","1","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWYW9AZW","journalArticle","2020","El-Sayed, W.T.; El-Saadany, E.F.; Zeineldin, H.H.; Al-Sumaiti, A.S.","Fast initialization methods for the nonconvex economic dispatch problem","Energy","","","10.1016/j.energy.2020.117635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083573709&doi=10.1016%2fj.energy.2020.117635&partnerID=40&md5=81633f522d48b795d1e5951178628ab7","","2020","2022-05-04 11:38:01","2022-05-16 14:37:55","","","","","201","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :10</p>; <p>Cited By :10</p>; <p>Export Date: 4 May 2022</p>; <p>Export Date: 11 May 2022</p>","C:\Users\Work\Zotero\storage\2Y7LAR3L\El-Sayed et al. - 2020 - Fast initialization methods for the nonconvex econ.pdf; C:\Users\Work\Zotero\storage\E93CT6H2\S0360544220307428.html","","excluded; not a primary study","Initialization method; Multiple fuel options; Nonconvex economic dispatch problem; Prohibited operating zones; Valve point effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMPEPZFT","journalArticle","2020","Eskandarpour, R.; Bahadur Ghosh, K.J.; Khodaei, A.; Paaso, A.; Zhang, L.","Quantum-enhanced grid of the future: A primer","IEEE Access","","","10.1109/ACCESS.2020.3031595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102789570&doi=10.1109%2fACCESS.2020.3031595&partnerID=40&md5=590a6b99da0d19ea121e42b7fce1c11b","","2020","2022-05-04 14:58:15","2022-05-16 14:37:51","","188993-189002","","","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 4 May 2022</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09226502.pdf</p>","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQCREWXZ","journalArticle","2020","Farooq, B.; Bao, J.; Ma, Q.","Flow-shop predictive modeling for multi-automated guided vehicles scheduling in smart spinning cyber–physical production systems","Electronics (Switzerland)","","","10.3390/electronics9050799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085118567&doi=10.3390%2felectronics9050799&partnerID=40&md5=7c24ddb2a4b6161fe385e6b9196f4a4e","","2020","2022-05-11 16:35:41","2022-05-16 14:37:12","","","","5","9","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 11 May 2022</p>; <p>https://www.mdpi.com/2079-9292/9/5/799/pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBAKFL99","journalArticle","2020","Fathali, Mohammad Ali; Hoseini Vaez, Seyed Rohollah","Optimum performance-based design of eccentrically braced frames","Engineering Structures","","0141-0296","10.1016/j.engstruct.2019.109857","https://www.sciencedirect.com/science/article/pii/S014102961931301X","One new design method that is currently under consideration by researchers is performance-based design (PBD). This method has been evaluated using different criteria and definitions. In the current study, the weight optimization problem is defined using PBD to consider more constraints than have been considered in other studies in this field. The problem has been formulated for eccentrically braced frame (EBF) structures. Thus far, weight optimization of EBFs using PBD has not been attempted. For this reason, the main objective has been to examine the possibility of optimizing the EBF weight based on PBD. A new method for modeling of the link beam has been used to evaluate its behavior. Structural analysis has been done using nonlinear static analysis (pushover). The performance of the proposed optimization process is demonstrated for the optimal design of two 2D EBF structures using four different metaheuristic algorithms.","2020-01-01","2022-05-05 18:23:34","2022-05-16 14:37:06","2022-05-05 18:23:34","109857","","","202","","Engineering Structures","","","","","","","","en","","","","","ScienceDirect","","","<p>Cited By :13</p>; <p>Export Date: 5 May 2022</p>","C:\Users\Work\Zotero\storage\ZAJZ7NLB\Fathali and Hoseini Vaez - 2020 - Optimum performance-based design of eccentrically .pdf","","excluded; not an application","Performance-based design; Metaheuristic algorithms; EBF system; Nonlinear static analysis; Weight optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C2FVTHH","conferencePaper","2020","Feld, S.; Roch, C.; Gabor, T.; To, X.-T.M.; Linnhoff-Popien, C.","The dynamic time warping distance measure as Q U BO Formulation","","","","10.1109/ICCCS49078.2020.9118469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087508028&doi=10.1109%2fICCCS49078.2020.9118469&partnerID=40&md5=c8b17d0a92a175ec8512fb7543a4e9bf","","2020","2022-05-11 15:26:03","2022-05-16 14:37:00","","946-950","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 5th International Conference on Computer and Communication Systems, ICCCS 2020","","","","","","","","","","","","","","",""
"X6WYET4A","journalArticle","2020","Feng, Z.-K.; Liu, S.; Niu, W.-J.; Li, B.-J.; Wang, W.-C.; Luo, B.; Miao, S.-M.","A modified sine cosine algorithm for accurate global optimization of numerical functions and multiple hydropower reservoirs operation","Knowledge-Based Systems","","","10.1016/j.knosys.2020.106461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091228204&doi=10.1016%2fj.knosys.2020.106461&partnerID=40&md5=5deaa35878dbba8226cb1670296c50ff","","2020","2022-05-04 11:37:57","2022-05-16 14:36:30","","","","","208","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :19</p>; <p>Export Date: 4 May 2022</p>","C:\Users\Work\Zotero\storage\22LP7GPL\Feng et al. - 2020 - A modified sine cosine algorithm for accurate glob.pdf","","excluded; not an application","Engineering optimization; Numerical optimization; Sine cosine algorithm; Adaptive mutation; Elite-guide evolutionary strategy; Hydropower system operation optimization; Quasi-opposition learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6APCPD5M","journalArticle","2020","Feng, Z.-K.; Liu, S.; Niu, W.-J.; Li, S.-S.; Wu, H.-J.; Wang, J.-Y.","Ecological operation of cascade hydropower reservoirs by elite-guide gravitational search algorithm with Lévy flight local search and mutation","Journal of Hydrology","","","10.1016/j.jhydrol.2019.124425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076106996&doi=10.1016%2fj.jhydrol.2019.124425&partnerID=40&md5=4a95e6758e22afa2f90bf9c80f82c7f9","","2020","2022-05-04 11:38:04","2022-05-16 14:36:24","","","","","581","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :37</p>; <p>Cited By :37</p>; <p>Export Date: 4 May 2022</p>; <p>Export Date: 11 May 2022</p>","C:\Users\Work\Zotero\storage\7AMNKI8S\Feng et al. - 2020 - Ecological operation of cascade hydropower reservo.pdf","","excluded; not an application","Ecological operation; Cascade hydropower reservoirs; Elitism selection strategy; Gravitational search algorithm; Lévy flight local search strategy; Mutation operation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKK9MV8U","journalArticle","2020","Feng, Z.-K.; Niu, W.-J.; Cheng, X.; Wang, J.-Y.; Wang, S.; Song, Z.-G.","An effective three-stage hybrid optimization method for source-network-load power generation of cascade hydropower reservoirs serving multiple interconnected power grids","Journal of Cleaner Production","","","10.1016/j.jclepro.2019.119035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074320138&doi=10.1016%2fj.jclepro.2019.119035&partnerID=40&md5=ab623c7a6a38c62d8b3c03a19506d79b","","2020","2022-05-04 11:38:03","2022-05-16 14:36:20","","","","","246","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :36</p>; <p>Cited By :37</p>; <p>Export Date: 4 May 2022</p>; <p>Export Date: 11 May 2022</p>","C:\Users\Work\Zotero\storage\5KARZ4QH\Feng et al. - 2020 - An effective three-stage hybrid optimization metho.pdf","","excluded; not an application","Dynamic programming; Linear programming; Cascade hydropower system; Domain knowledge; Multiple interconnected electric power grids; Peak shaving operation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QR68II33","journalArticle","2020","Feng, Z.-K.; Niu, W.-J.; Liu, S.; Luo, B.; Miao, S.-M.; Liu, K.","Multiple hydropower reservoirs operation optimization by adaptive mutation sine cosine algorithm based on neighborhood search and simplex search strategies","Journal of Hydrology","","","10.1016/j.jhydrol.2020.125223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087104572&doi=10.1016%2fj.jhydrol.2020.125223&partnerID=40&md5=027f10aad1ed4d1af4b101bd7b2343d6","","2020","2022-05-04 11:38:00","2022-05-16 14:36:15","","","","","590","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :17</p>; <p>Export Date: 4 May 2022</p>","C:\Users\Work\Zotero\storage\MEEZZRQ7\Feng et al. - 2020 - Multiple hydropower reservoirs operation optimizat.pdf","","excluded; not an application","Reservoir operation; Elite mutation strategy; Neighborhood search strategy; Simplex dynamic search strategy; Sine cosine algorithm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8A3QEUS","journalArticle","2020","Feng, Z.-K.; Niu, W.-J.; Tang, Z.-Y.; Jiang, Z.-Q.; Xu, Y.; Liu, Y.; Zhang, H.-R.","Monthly runoff time series prediction by variational mode decomposition and support vector machine based on quantum-behaved particle swarm optimization","Journal of Hydrology","","","10.1016/j.jhydrol.2020.124627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078757694&doi=10.1016%2fj.jhydrol.2020.124627&partnerID=40&md5=c338003c62335fe67f04f7eb489751b1","","2020","2022-05-04 11:38:02","2022-05-16 14:36:11","","","","","583","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :70</p>; <p>Export Date: 4 May 2022</p>","C:\Users\Work\Zotero\storage\VYQP9NBE\Feng et al. - 2020 - Monthly runoff time series prediction by variation.pdf","","included","Decomposition and ensemble; Machine learning technique; Monthly runoff prediction; Swarm intelligence method; Three Gorges and Danjiangkou Reservoirs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIV6X2T9","journalArticle","2020","Feng, Z.-K.; Niu, W.-J.; Zhou, J.-Z.; Cheng, C.-T.","Linking Nelder-Mead Simplex Direct Search Method into Two-Stage Progressive Optimality Algorithm for Optimal Operation of Cascade Hydropower Reservoirs","Journal of Water Resources Planning and Management","","","10.1061/(ASCE)WR.1943-5452.0001194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076102076&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001194&partnerID=40&md5=ab34173007f7bdb2654cc0e8ff9629eb","","2020","2022-05-11 15:03:24","2022-05-16 14:35:20","","","","5","146","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :24</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZRLBKDL","conferencePaper","2020","Gabor, Thomas; Zielinski, Sebastian; Roch, Christoph; Feld, Sebastian; Linnhoff-Popien, Claudia","The U Q Platform: A Unifed Approach To Q uantum Annealing","2020 5th International Conference on Computer and Communication Systems (ICCCS)","","","10.1109/ICCCS49078.2020.9118547","","Quantum Annealing is an algorithm for solving instances of quadratic unconstrained binary optimization (QUBO) that is implemented in hardware utilizing quantum effects to quickly find approximate solutions. However, QUBO can obviously also be solved by any classical optimization technique, for which various implementations exist. The UQ platform provides a unified interface to various means of solving QUBO that allows for a seamless switch between classical and quantum methods while implementing features such as load and user management.","2020-05","2022-05-04 11:58:30","2022-05-16 14:35:16","","115-119","","","","","","The U Q Platform","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\Work\Zotero\storage\XQ29BKJ4\9118547.html; C:\Users\Work\Zotero\storage\QYHGFAXG\Gabor et al. - 2020 - The U Q Platform A Unifed Approach To Q uantum An.pdf","","excluded; not a primary study","quantum computing; Optimization; Authentication; Annealing; Quantum computing; Mathematical model; Hardware; Servers; quantum annealing; ØMQx; quadratic unconstrained binary optimization (QUBO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 5th International Conference on Computer and Communication Systems (ICCCS)","","","","","","","","","","","","","","",""
"68E6S4RS","bookSection","2020","Ganesan, Timothy","Computational Intelligence in Energy Generation","Multi-Objective Optimization of Industrial Power Generation Systems","","","","https://app.dimensions.ai/details/publication/pub.1123974003","As economies become increasingly complex, so do their associated energy generation systems. Therefore, engineers and decision makers in this sector are spurred to seek out state-of-the-art approaches to deal with this rapid increase in system complexity. An effective strategy to deal with this scenario is to employ computational intelligence (CI) methods. CI supplements the heuristics used by the engineer—enhancing the cumulative analytic capacity to effectively resolve complicated scenarios. CI could be split to two classes: predictive modeling and optimization. In this chapter, past applications of CI in energy generation are discussed. The sectors presented here are renewable energy systems, distributed generation, nuclear power plants, coal power, and gas-fueled plants.","2020","2022-05-04 14:54:39","2022-05-16 14:35:13","","1-62","","","","","","","","","","","","","","","","","","","","DOI: 10.4018/978-1-7998-1710-9.ch001","","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T42FUMG","journalArticle","2020","Gao, X.; Ding, D.; Yang, S.; Huang, M.","Application of a Chaotic Quantum Bee Colony and Support Vector Regression to Multipeak Maximum Power Point Tracking Control Method under Partial Shading Conditions","International Journal of Computational Intelligence and Applications","","","10.1142/S1469026820500145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091901460&doi=10.1142%2fS1469026820500145&partnerID=40&md5=9de8a0405fd4d452799d53b9691c3f35","","2020","2022-05-04 14:35:42","2022-05-16 14:35:07","","","","2","19","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 4 May 2022</p>","","","included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42GJSWKX","journalArticle","2020","Garvey, S.; Koziol, S.","Robot Path Planning Using Analog Circuit Phase Delay","IEEE Transactions on Systems, Man, and Cybernetics: Systems","","","10.1109/TSMC.2018.2868751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054254734&doi=10.1109%2fTSMC.2018.2868751&partnerID=40&md5=08a383d4ffd9808426d0d37f144ca296","","2020","2022-05-04 14:46:27","2022-05-16 14:34:29","","3898-3911","","10","50","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7U4QMA5","journalArticle","2020","Ge, F.; Li, K.; Han, Y.; Xu, W.; Wang, Y.","Path planning of UAV for oilfield inspections in a three-dimensional dynamic environment with moving obstacles based on an improved pigeon-inspired optimization algorithm","Applied Intelligence","","","10.1007/s10489-020-01650-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082959063&doi=10.1007%2fs10489-020-01650-2&partnerID=40&md5=ac6d3ef54cf04131153b51b64820cfd6","","2020","2022-05-04 14:46:29","2022-05-16 14:34:25","","2800-2817","","9","50","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :13</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88SIGZD4","conferencePaper","2020","Gheorghe-Pop, Ilie-Daniel; Tcholtchev, Nikolay; Ritter, Tom; Hauswirth, Manfred","Quantum DevOps: Towards Reliable and Applicable NISQ Quantum Computing","2020 IEEE Globecom Workshops (GC Wkshps","","","10.1109/GCWkshps50303.2020.9367411","","Quantum Computing is emerging as one of the great hopes for boosting current computational resources and enabling the application of ICT for optimizing processes and solving complex and challenging domain specific problems. However, the Quantum Computing technology has not matured to a level where it can provide a clear advantage over high performance computing yet. Towards achieving this ""quantum advantage"", a larger number of Qubits is required, leading inevitably to a more complex topology of the computing Qubits. This raises additional difficulties with decoherence times and implies higher Qubit error rates. Nevertheless, the current Noisy Intermediate-Scale Quantum (NISQ) computers can prove useful despite the intrinsic uncertainties on the quantum hardware layer. In order to utilize such error-prone computing resources, various concepts are required to address Qubit errors and to deliver successful computations. In this paper describe and motivate the need for the novel concept of Quantum DevOps. which entails regular checking of the reliability of NISQ Quantum Computing (QC) instances. By means of testing the computational reliability of basic quantum gates and computations (C-NOT, Hadamard, etc.)it consequently estimates the likelihood for a large scale critical computation (e.g. calculating hourly traffic flow models for a city) to provide results of sufficient quality. Following this approach to select the best matching (cloud) QC instance and having it integrated directly with the processes of development, testing and finally the operations of quantum based algorithms and systems enables the Quantum DevOps concept.","2020-12","2022-05-03 15:40:22","2022-05-16 14:34:21","","1-6","","","","","","Quantum DevOps","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\Work\Zotero\storage\HTKBDMJ2\9367411.html; C:\Users\Work\Zotero\storage\TE44GL8V\Gheorghe-Pop et al. - 2020 - Quantum DevOps Towards Reliable and Applicable NI.pdf","","excluded; not a primary study","Reliability; Topology; Computers; Uncertainty; Logic gates; Computational modeling; Quantum Computing; Qubit; Testing; DevOps; Framework; IT; Quantum DevOps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE Globecom Workshops (GC Wkshps","","","","","","","","","","","","","","",""
"XYBUQ5N7","journalArticle","2020","Gholizadeh, Saeed; Danesh, Masood; Gheyratmand, Changiz","A new Newton metaheuristic algorithm for discrete performance-based design optimization of steel moment frames","Computers & Structures","","0045-7949","10.1016/j.compstruc.2020.106250","https://www.sciencedirect.com/science/article/pii/S0045794920300535","In this paper a new and efficient metaheuristic algorithm is proposed for discrete performance-based seismic design optimization of steel moment frames. The proposed metaheuristic uses the Newton gradient-based method as its updating scheme in a population-based framework and therefore it is termed as Newton Metaheuristic Algorithm (NMA). In order to enable the NMA to effectively explore the discrete design space, a term containing the best solution found is added to the basic updating rule of the algorithm. In addition, a simple and efficient method is proposed in order to establish a balance between local and global search abilities of the proposed algorithm. The efficiency of the NMA is illustrated by presenting two benchmark discrete truss optimization problems. Moreover, three steel moment frames are optimized in the framework of performance-based design by the NMA and the results are compared with those of some recent metaheuristics. The performance of the algorithms is analyzed using statistical parametric and non-parametric tests indicating that NMA outperforms the other algorithms in literature.","2020-07-01","2022-05-05 18:23:18","2022-05-16 14:34:18","2022-05-05 18:23:17","106250","","","234","","Computers & Structures","","","","","","","","en","","","","","ScienceDirect","","","<p>Cited By :31</p>; <p>Export Date: 5 May 2022</p>","C:\Users\Work\Zotero\storage\WBTEAXZV\Gholizadeh et al. - 2020 - A new Newton metaheuristic algorithm for discrete .pdf","","excluded; not an application","Metaheuristic; Discrete optimization; Performance-based design; Steel moment frame; Newton algorithm; Statistical test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XK2P3II","journalArticle","2020","Gołebiowski, P.; Zak, J.; Jacyna-Gołda, I.","Approach to the proecological distribution of the traffic flow on the transport network from the point of view of carbon dioxide","Sustainability (Switzerland)","","","10.3390/SU12176936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091369077&doi=10.3390%2fSU12176936&partnerID=40&md5=3909365cb9ce0412a366e6dc8f18e3e0","","2020","2022-05-11 15:25:58","2022-05-16 14:34:14","","","","17","12","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :7</p>; <p>Export Date: 11 May 2022</p>; <p>https://www.mdpi.com/2071-1050/12/17/6936/pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E65BP77E","conferencePaper","2020","Golyanik, V.; Theobalt, C.","A quantum computational approach to correspondence problems on point sets","","","","10.1109/CVPR42600.2020.00920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094627902&doi=10.1109%2fCVPR42600.2020.00920&partnerID=40&md5=caafd8dfde55392bc17b669ca5df9714","","2020","2022-05-11 15:26:06","2022-05-16 14:34:07","","9179-9188","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :6</p>; <p>Export Date: 11 May 2022</p>; <p>http://arxiv.org/pdf/1912.12296</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
"5SHCY7SR","journalArticle","2020","Grant, Erica","Benchmarks and Controls for Optimization with Quantum Annealing","Doctoral Dissertations","","","","https://trace.tennessee.edu/utk_graddiss/6074","","2020-12-01","2022-05-04 11:08:30","2022-05-16 14:33:52","","","","","","","","","","","","","","","","","","","","","","","","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STAVH3FH","journalArticle","2020","Guan, Z.; Ding, G.","Editable video creation based on embedded simulation engine and GAN","Microprocessors and Microsystems","","","10.1016/j.micpro.2020.103048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080099143&doi=10.1016%2fj.micpro.2020.103048&partnerID=40&md5=96687659c8fbc80b1b14ba47cd24c173","","2020","2022-05-04 14:58:07","2022-05-16 14:33:42","","","","","75","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXHGVWGW","bookSection","2020","Guo, Mengyu; Wang, Shaowen","Quantum Computing for Solving Spatial Optimization Problems","High Performance Computing for Geospatial Applications","","","","https://app.dimensions.ai/details/publication/pub.1129502996","Ever since Shor’s quantum factoring algorithm was developed, quantum computing has been pursued as a promising and powerful approach to solving many computationally complex problems such as combinatorial optimization and machine learning. As an important quantum computing approach, quantum annealing (QA) has received considerable attention. Extensive research has shown that QA, exploiting quantum-mechanical effects such as tunneling, entanglement and superposition, could be much more efficient in solving hard combinatorial optimization problems than its classical counterpart—simulated annealing. Recent advances in quantum annealing hardware open the possibility of empirical testing of QA against the most challenging computational problems arising in geospatial applications. This chapter demonstrates how to employ QA to solve NP-hard spatial optimization problems through an illustrative example of programming a p-median model and a case study on spatial supply chain optimization. The research findings also address the short- and long-term potential of quantum computing in the future development of high-performance computing for geospatial applications.","2020","2022-05-11 15:39:31","2022-05-16 14:33:35","","97-113","","","","","","","","","","","","","","","","","","","","DOI: 10.1007/978-3-030-47998-5_6","","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF2WDTBZ","journalArticle","2020","Guo, Y.; Chen, N.-Z.; Mou, J.; Zhang, B.","A quantum-behaved particle swarm optimization algorithm with the flexible single-/multi-population strategy and multi-stage perturbation strategy based on the characteristics of objective function","Soft Computing","","","10.1007/s00500-019-04328-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073795156&doi=10.1007%2fs00500-019-04328-1&partnerID=40&md5=99dbc6b753ba7ff47d874cbaf2de5ae1","","2020","2022-05-05 17:53:28","2022-05-16 14:33:17","","6909-6956","","9","24","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 5 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3BK8JSM","journalArticle","2020","Guo, Y.; Tian, X.; Fang, G.; Xu, Y.-P.","Many-objective optimization with improved shuffled frog leaping algorithm for inter-basin water transfers","Advances in Water Resources","","","10.1016/j.advwatres.2020.103531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079676442&doi=10.1016%2fj.advwatres.2020.103531&partnerID=40&md5=446a69f9340955652beda2a354f7e2a6","","2020","2022-05-04 12:06:28","2022-05-16 14:32:47","","","","","138","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :16</p>; <p>Export Date: 4 May 2022</p>","C:\Users\Work\Zotero\storage\SF8EGR6K\Guo et al. - 2020 - Many-objective optimization with improved shuffled.pdf","","included","AHP-Entropy method; Eastern Route of South-to-North Water Transfer Project; Inter-basin water transfers; Many-objective optimization; r-MQSFLA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HG39A9EN","journalArticle","2020","Han, Xiao; Qiu, Jing; Sun, Lingling; Shen, Wei; Ma, Yuan; Yuan, Dong","Low‐carbon energy policy analysis based on power energy system modeling","Energy Conversion and Economics","","","10.1049/enc2.12005","https://app.dimensions.ai/details/publication/pub.1131891796","The effect of carbon policies and mechanisms on the behavior of market participants and market equilibrium has been increasingly recognized, of which tax incidence is one of these important issues. Tax incidence is the market output of both producers and consumers that respond to taxes with market equilibrium, whether the tax is levied on sellers or buyers. This paper aims to study the carbon tax incidence on the transmission level of a power system based on different carbon tax collection methods in electricity market environment. A statistical demand elasticity model, power flow and carbon emission flow models are applied to simulate the electricity market equilibrium to analyze the effects of the tax levied on demand‐side or supply‐side. Furthermore, the Australian 59‐bus system is employed in the case study with four stages and four main cases. The results demonstrate that consumers share more burden of the carbon tax in all carbon tax collection methods. Moreover, the proportion of the tax burden and emission reduction effect are different in each method and degree of renewable energy capacity. The results of this paper contribute to the establishment of emission‐related energy policies toward a low‐carbon economy.","2020","2022-05-04 14:37:36","2022-05-16 14:32:14","","34-44","","1","1","","","","","","","","","","","","","","","","","","<p>https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/enc2.12005</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
