Key,Item Type,Publication Year,Author,Title,SourceID,ConferenceID,Publication Title,ISBN,ISSN,DOI,Url,Publication Source,ISIC Section,ISIC Division,ISIC Group,ISIC Class,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Conference Name,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SSTOTAL,SRTOTAL,SAFETY CHECK SS2,SAFETY CHECK SS4,SAFETY CHECK SS8,SAFETY CHECK SR8,SAFETY CHECK SR10,SAFETY CHECK SR12,SAFETY CHECK SR15,Column1,Column2
5SPCZBZC,journalArticle,2022,"Chang, Y.; Liu, R.; Tang, Y.",Segment-condition-based railway track maintenance schedule optimization,18144,,Computer-Aided Civil and Infrastructure Engineering,,,10.1111/mice.12824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124736089&doi=10.1111%2fmice.12824&partnerID=40&md5=baa6e19161ac6cd6662354b1e03f4ab5,Journal,H,52,522,5221,,2022,4/11/2022 15:15,5/12/2022 15:31,,,,,,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\6CDN5LE4\Chang et al. - 2022 - Segment-condition-based railway track maintenance .pdf; C:\Users\cfpgo\Zotero\storage\9G24YAKC\mice.html,,included; reverse snowball; forward snowball,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,0.75,0.75,OK,OK,OK,OK,OK,OK,OK,,
B9583HZ3,conferencePaper,2021,"Yuqiong, Z.; Ziwei, C.; Zhifang, S.; Qiang, Z.; Chuyin, H.",Capacity configuration optimization of micro-grid system based on quantum particle swarm algorithm,,,,,,10.1051/e3sconf/202125201021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105405193&doi=10.1051%2fe3sconf%2f202125201021&partnerID=40&md5=beb7a665f578fa259124b8a4edcde832,Conference,D,35,351,3510,,2021,4/11/2022 15:15,5/3/2022 14:56,,,,,252,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\CG7TANEM\Yuqiong et al. - 2021 - Capacity configuration optimization of micro-grid .pdf,,included; reverse snowball; forward snowball,,,E3S Web of Conferences,NO,N/A,NO,YES,N/A,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.375,0.571428571,OK,OK,OK,OK,OK,OK,OK,,
397Y9ZCA,journalArticle,2021,"Guo, Y.; Lei, X.; Wang, Q.",Capacity coordination planning of isolated microgrid and battery swapping station based on the quantum behavior particle swarm optimization algorithm,21100241220,,International Transactions on Electrical Energy Systems,,,10.1002/2050-7038.12804,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099864018&doi=10.1002%2f2050-7038.12804&partnerID=40&md5=8d0d5d8ce5ee5dcc6a1784298c124cd9,Journal,D,35,351,3510,,2021,4/11/2022 15:15,5/12/2022 15:38,,,,3,31,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\RBFFIT49\Guo et al. - 2021 - Capacity coordination planning of isolated microgr.pdf; C:\Users\cfpgo\Zotero\storage\C3PKBJW6\2050-7038.html,,included; reverse snowball; forward snowball,electric vehicle; microgrid; battery swapping station; operation strategy; quantum behavior particle swarm optimization,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,N/A,NO,0.75,0.466666667,OK,OK,OK,OK,OK,OK,OK,,
BZKIQR4I,journalArticle,2020,"Liu, Z.; Qiao, B.; Fang, K.",Joint optimization strategy for QoE-aware encrypted video caching and content distributing in multi-edge collaborative computing environment,21100383744,,Journal of Cloud Computing,,,10.1186/s13677-020-00204-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091860596&doi=10.1186%2fs13677-020-00204-8&partnerID=40&md5=4a8e56d4576db5f86b7517adf1f79664,Journal,J,63,631,6311,,2020,4/11/2022 15:15,5/12/2022 16:11,,,,1,9,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\TLBP7T9I\Liu et al. - 2020 - Joint optimization strategy for QoE-aware encrypte.pdf,,included; reverse snowball; forward snowball,Multi-edge collaborative computing; Pyramid structure; Quality of experience; Random integer programming; Swarm intelligence evolution algorithm; Video content distribution; Video data security,,,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.5,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
BIRZKM3K,conferencePaper,2018,"Sheng, Z.; Cai, B.-G.; Shangguan, W.",A Two-stage Method to Optimise Driving Strategy and Timetable for High-speed Trains,,,,,,10.1109/ITSC.2018.8569734,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060447486&doi=10.1109%2fITSC.2018.8569734&partnerID=40&md5=8c25e3eb4465dafe65f6829dc99f124b,Conference,H,52,522,5229,,2018,4/11/2022 15:15,5/11/2022 16:08,,2283-2288,,,2018-November,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\MMV8ZB6A\Sheng et al. - 2018 - A Two-stage Method to Optimise Driving Strategy an.pdf,,included; reverse snowball; forward snowball,,,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
S7PQWZ65,conferencePaper,2018,"Zhang, Y.; Lyden, S.; De La Barra, B.A.L.; Haque, M.E.",Optimization of Tremblay's battery model parameters for plug-in hybrid electric vehicle applications,,,,,,10.1109/AUPEC.2017.8282405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050917674&doi=10.1109%2fAUPEC.2017.8282405&partnerID=40&md5=b21f7e69bb78699deeb9f376bdd9e4f5,Conference,C,27,272,2720,,2018,4/11/2022 15:15,5/11/2022 16:18,,1-6,,,2017-November,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\AGZQ94JW\Zhang et al. - 2018 - Optimization of Tremblay's battery model parameter.pdf,,included; reverse snowball; forward snowball,,,"2017 Australasian Universities Power Engineering Conference, AUPEC 2017",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.6,OK,OK,OK,OK,OK,OK,OK,,
JIWCMG59,conferencePaper,2015,"Liang, H.; Yan, L.; Yu, L.; Han, J.",Design of micro-grid with biogas power generation,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962663891&partnerID=40&md5=71d630cece2c4ef19cae256c43d14cf1,Conference,D,35,351,3510,,2015,4/11/2022 15:15,5/11/2022 14:45,,,,,2015,,,,,,,,,,,,,Scopus,,,,Issue: CP679,,C:\Users\cfpgo\Zotero\storage\IT22UH53\Liang et al. - 2015 - Design of micro-grid with biogas power generation.pdf,,included; reverse snowball; forward snowball,,,IET Conference Publications,NO,N/A,YES,N/A,N/A,YES,NO,N/A,NO,NO,YES,YES,NO,NO,NO,YES,YES,N/A,YES,N/A,YES,NO,YES,NO,N/A,NO,0.333333333,0.538461538,OK,OK,OK,OK,OK,OK,OK,,
HN7FQ3WV,journalArticle,2020,"Xu, X.; Hu, W.; Cao, D.; Huang, Q.; Liu, W.; Liu, Z.; Chen, Z.; Lund, H.",Designing a standalone wind-diesel-CAES hybrid energy system by using a scenario-based bi-level programming method,29372,,Energy Conversion and Management,,,10.1016/j.enconman.2020.112759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082427167&doi=10.1016%2fj.enconman.2020.112759&partnerID=40&md5=6009c191eaec218118c300a8dbfd1cb4,Journal,D,35,351,3510,,2020,4/11/2022 15:56,5/12/2022 15:37,,,,,211,,,,,,,,,,,,,Scopus,,,,,,; C:\Users\cfpgo\Zotero\storage\6VAV6PN6\Xu et al. - 2020 - Designing a standalone wind-diesel-CAES hybrid ene.pdf,http://dx.doi.org/10.1016/j.enconman.2020.112759,Genetic algorithms; Particle swarm optimization (PSO); Quantum particle swarm optimization; Operating costs; Wind power; Investments; Design; Hybrid systems; Demand response; Quadratic programming; Pressure vessels; Diesel engines; included; Compressed air; Compressed air energy storage; Scenario-based bi-level programming; Wind-diesel-CAES hybrid energy system; reverse snowball; forward snowball,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.8,OK,OK,OK,OK,OK,OK,OK,,
SH5D9N38,journalArticle,2013,"Fu, Yangguang; Ding, Mingyue; Zhou, Chengping; Hu, Hanping",Route Planning for Unmanned Aerial Vehicle (UAV) on the Sea Using Hybrid Differential Evolution and Quantum-Behaved Particle Swarm Optimization,21100262320,,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",,2168-2232,10.1109/TSMC.2013.2248146,,Journal,O,84,842,8422,"This paper presents a hybrid differential evolution (DE) with quantum-behaved particle swarm optimization (QPSO) for the unmanned aerial vehicle (UAV) route planning on the sea. The proposed method, denoted as DEQPSO, combines the DE algorithm with the QPSO algorithm in an attempt to further enhance the performance of both algorithms. The route planning for UAV on the sea is formulated as an optimization problem. A simple method of pretreatment to the terrain environment is proposed. A novel route planner for UAV is designed to generate a safe and flyable path in the presence of different threat environments based on the DEQPSO algorithm. To show the high performance of the proposed method, the DEQPSO algorithm is compared with the real-valued genetic algorithm, DE, standard particle swarm optimization (PSO), hybrid particle swarm with differential evolution operator, and QPSO in terms of the solution quality, robustness, and the convergence property. Experimental results demonstrate that the proposed method is capable of generating higher quality paths efficiently for UAV than any other tested optimization algorithms.",2013-11,4/24/2022 18:00,5/12/2022 16:05,,1451-1465,,6,43,,,,,,,,,,,,,,,IEEE Xplore,,"Conference Name: IEEE Transactions on Systems, Man, and Cybernetics: Systems",,C:\Users\cfpgo\Zotero\storage\TU2YN2ZA\6525428.html; C:\Users\cfpgo\Zotero\storage\H4UL4QVU\Fu et al. - 2013 - Route Planning for Unmanned Aerial Vehicle (UAV) o.pdf,,included; forward snowball,Particle swarm optimization; Unmanned aerial vehicles; Differential evolution (DE); Path planning; quantum-behaved particle swarm optimization (QPSO); route planning; terrain pretreatment; unmanned aerial vehicle (UAV),,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
KKR576SB,journalArticle,2017,"Neukart, Florian; Compostella, Gabriele; Seidel, Christian; von Dollen, David; Yarkoni, Sheir; Parney, Bob",Traffic Flow Optimization Using a Quantum Annealer,21100893766,,Frontiers in ICT,,2297-198X,,https://www.frontiersin.org/article/10.3389/fict.2017.00029,Journal,H,52,522,5229,"Quantum annealing algorithms belong to the class of metaheuristic tools, applicable for solving binary optimization problems. Hardware implementations of quantum annealing, such as the quantum processing units (QPUs) produced by D-Wave Systems, have been subject to multiple analyses in research, with the aim of characterizing the technology’s usefulness for optimization and sampling tasks. In this paper, we present a real-world application that uses quantum technologies. Specifically, we show how to map certain parts of a real-world traffic flow optimization problem to be suitable for quantum annealing. We show that time-critical optimization tasks, such as continuous redistribution of position data for cars in dense road networks, are suitable candidates for quantum computing. Due to the limited size and connectivity of current-generation D-Wave QPUs, we use a hybrid quantum and classical approach to solve the traffic flow problem.",2017,4/24/2022 18:26,5/13/2022 22:04,4/24/2022 18:26,,,,4,,,,,,,,,,,,,,,Frontiers,,,,C:\Users\cfpgo\Zotero\storage\CTK8HSJK\Neukart et al. - 2017 - Traffic Flow Optimization Using a Quantum Annealer.pdf,,included; forward snowball,,,,YES,NO,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,YES,0.625,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
N4AXE29P,journalArticle,2019,"Ohzeki, Masayuki; Miki, Akira; Miyama, Masamichi J.; Terabe, Masayoshi",Control of Automated Guided Vehicles Without Collision by Quantum Annealer and Digital Devices,,,Frontiers in Computer Science,,2624-9898,,https://www.frontiersin.org/article/10.3389/fcomp.2019.00009,Journal,H,52,522,5229,"Recent advance on quantum devices realizes an artificial quantum spin system known as the D-Wave 2000Q, which implements the Ising model with tunable transverse field. In this system, we perform a specific protocol of quantum annealing to attain the ground state, the minimizer of the energy. Therefore the device is often called the quantum annealer. However the resulting spin configurations are not always in the ground state. It can rather quickly generate many spin configurations following the Gibbs-Boltzmann distribution. In the present study, we formulate an Ising model to control a large number of automated guided vehicles in a factory without collision. We deal with an actual factory in Japan, in which vehicles run, and assess efficiency of our formulation. Compared to the conventional powerful techniques performed in digital computer, still the quantum annealer does not show outstanding advantage in the practical problem. Our study demonstrates a possibility of the quantum annealer to contribute solving industrial problems.",2019,4/24/2022 18:27,5/13/2022 22:04,4/24/2022 18:27,,,,1,,,,,,,,,,,,,,,Frontiers,,,,C:\Users\cfpgo\Zotero\storage\BAIX97EH\Ohzeki et al. - 2019 - Control of Automated Guided Vehicles Without Colli.pdf,,included; forward snowball,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
IRTQJB8T,conferencePaper,2019,"Gajdoš, Petr; Běhálek, Marek; Janoušek, Jan; Krömer, Pavel",QDSOMA: Towards the Utilization of Quantum Computing within SOMA,,2061,2019 IEEE Congress on Evolutionary Computation (CEC),,,10.1109/CEC.2019.8789885,,Conference,M,70,701,7010,"Nowadays, a new type of algorithms inspired by the quantum theory has arisen and brought to light new views of solving standard computational problems like searching, optimizing, scheduling etc. Some of the principles of quantum mechanics can be used even if a quantum computer is not available. The focus of this article is on the utilization of a quantum approach in a selected algorithm called DSOMA. A quantum computing based algorithm is described and all suggested improvements are demonstrated on the flowshop optimization problem. The novelty of the proposed algorithm consists in the use of quantum data. Individuals in other algorithms are usually encoded into a quantum state, whereas the individuals in our extension are just enriched by quantum information, and this data is used to improve behavior of the algorithm. Based on the outcomes of experiments carried out within our research the improved algorithm has achieved better results.",2019-06,4/24/2022 20:32,5/11/2022 16:19,,2900-2907,,,,,,QDSOMA,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\cfpgo\Zotero\storage\RJV7MHZY\8789885.html; C:\Users\cfpgo\Zotero\storage\JZ5J6CQF\Gajdoš et al. - 2019 - QDSOMA Towards the Utilization of Quantum Computi.pdf,,included; forward snowball,Optimization; Scheduling; Statistics; Quantum mechanics; Sociology; Qubit; Evolutionary computation; Evolutionary Algorithms; Flowshop; Quantum Mechanics; Registers; SOMA,,2019 IEEE Congress on Evolutionary Computation (CEC),YES,YES,NO,YES,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
2BVF67EM,journalArticle,2012,"Tang, Xin Lai; Yang, Shu Hong",A Improved Bus Timetable Scheduling Model Using Quantum Genetic Algorithm Based on Penalty Strategy,4700151914,,Applied Mechanics and Materials,,1662-7482,10.4028/www.scientific.net/AMM.253-255.1406,https://www.scientific.net/AMM.253-255.1406,Journal,H,52,522,5229,"Considering the influence that the cycles of signal lamp have on the waiting time, a bus scheduling model is presented in this paper based on the trade-off between the cost of bus operator and benefits of passengers. In order to handle with the low efficiency brought about by the refused strategy, a new fitness function is designed according to penalty strategy, and then traditional genetic algorithm is replaced by quantum genetic algorithm to accelerate the search of optimal parameters further. The results of experiment show that the presented method is effective.",2012-12,4/24/2022 21:59,5/12/2022 16:44,4/24/2022 21:59,1406-1409,,,253-255,,AMM,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\cfpgo\Zotero\storage\RF92LS4M\Tang and Yang - 2012 - A Improved Bus Timetable Scheduling Model Using Qu.pdf,,included; forward snowball,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.6,OK,OK,OK,OK,OK,OK,OK,,
IRH3HHEF,conferencePaper,2012,"Charan Kumari, A.; Srinivas, K.; Gupta, M.P.",Software requirements selection using Quantum-inspired Elitist Multi-objective Evolutionary algorithm,,,"IEEE-International Conference On Advances In Engineering, Science And Management (ICAESM -2012)",,,,https://ieeexplore.ieee.org/document/6215945,Conference,J,62,620,6201,"This paper proposes a Quantum-inspired Elitist Multi-objective Evolutionary algorithm (QEMEA) for software requirements selection, a problem in search based software engineering. Most often software product developments are iterative and incremental in their nature, due to the changes in the customer requirements from time to time. It is a challenging task to select the requirements from a large number of candidates, for the accomplishment of the business goals. The problem is to identify a set of requirements to be included in the next release of the product, by minimizing the cost and maximizing the customer satisfaction. Since minimizing the total cost and maximizing the customer satisfaction are contradictory objectives, the problem has a multi-objective nature. This problem is NP-hard in its nature and so it cannot be solved efficiently by using traditional optimization techniques for large problem instances. QEMEA combines the best features of Evolutionary Algorithms and Quantum Computing. It employs the concepts of Quantum computing such as superposition and interference. The features of QEMEA help in achieving quality pareto-optimal front solutions and faster convergence while using a small population size. The performance of QEMEA is tested on six benchmark problems derived from the literature. The obtained results indicates consistent and superior performance of the algorithm.",2012-03,4/24/2022 22:18,5/4/2022 12:40,,782-787,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\cfpgo\Zotero\storage\KLUCFBGY\6215945.html; C:\Users\cfpgo\Zotero\storage\VDFELL8Q\Charan Kumari et al. - 2012 - Software requirements selection using Quantum-insp.pdf,,included; forward snowball,Benchmark testing; Multi-objective Next Release Problem; Quantum-inspired Multi-objective Evolutionary Algorithm; Search based software engineering; Software requirements selection,,"IEEE-International Conference On Advances In Engineering, Science And Management (ICAESM -2012)",NO,N/A,NO,YES,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.375,0.714285714,OK,OK,OK,OK,OK,OK,OK,,
3U3JKK5U,conferencePaper,2019,"Stollenwerk, Tobias; Lobe, Elisabeth; Jung, Martin",Flight Gate Assignment with a Quantum Annealer,,,Quantum Technology and Optimization Problems,978-3-030-14082-3,,10.1007/978-3-030-14082-3_9,,Workshop,H,52,522,5223,"Optimal flight gate assignment is a highly relevant optimization problem from airport management. Among others, an important goal is the minimization of the total transit time of the passengers. The corresponding objective function is quadratic in the binary decision variables encoding the flight-to-gate assignment. Hence, it is a quadratic assignment problem being hard to solve in general. In this work we investigate the solvability of this problem with a D-Wave quantum annealer. These machines are optimizers for quadratic unconstrained optimization problems (QUBO). Therefore the flight gate assignment problem seems to be well suited for these machines. We use real world data from a mid-sized German airport as well as simulation based data to extract typical instances small enough to be amenable to the D-Wave machine. In order to mitigate precision problems, we employ bin packing on the passenger numbers to reduce the precision requirements of the extracted instances. We find that, for the instances we investigated, the bin packing has little effect on the solution quality. Hence, we were able to solve small problem instances extracted from real data with the D-Wave 2000Q quantum annealer.",2019,4/25/2022 14:01,5/13/2022 22:04,,99-110,,,,,,,Lecture Notes in Computer Science,,,,Springer International Publishing,Cham,en,,,,,Springer Link,,,,C:\Users\cfpgo\Zotero\storage\2MYGAWJY\Stollenwerk et al. - 2019 - Flight Gate Assignment with a Quantum Annealer.pdf,,included; forward snowball,Quantum annealing; Airport planning; Quadratic assignment problem; QUBO,"Feld, Sebastian; Linnhoff-Popien, Claudia",,NO,N/A,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,N/A,NO,YES,YES,YES,YES,NO,N/A,NO,0.571428571,0.642857143,OK,OK,OK,OK,OK,OK,OK,,
VC9K5BV6,journalArticle,2020,"Stollenwerk, Tobias; O’Gorman, Bryan; Venturelli, Davide; Mandrà, Salvatore; Rodionova, Olga; Ng, Hokkwan; Sridhar, Banavar; Rieffel, Eleanor Gilbert; Biswas, Rupak",Quantum Annealing Applied to De-Conflicting Optimal Trajectories for Air Traffic Management,18378,,IEEE Transactions on Intelligent Transportation Systems,,1558-0016,10.1109/TITS.2019.2891235,,Journal,H,52,522,5223,"We present the mapping of a class of simplified air traffic management problems (strategic conflict resolution) to quadratic unconstrained Boolean optimization problems. The mapping is performed through an original representation of the conflict-resolution problem in terms of a conflict graph, where the nodes of the graph represent flights and the edges represent a potential conflict between flights. The representation allows a natural decomposition of a real-world instance related to wind-optimal trajectories over the Atlantic Ocean into smaller subproblems that can be discretized and are amenable to be programmed in quantum annealers. In this paper, we tested the new programming techniques, and we benchmark the hardness of the instances using both classical solvers and the D-Wave 2X and D-Wave 2000Q quantum chip. The preliminary results show that for reasonable modeling choices, the most challenging subproblems which are programmable in the current devices are solved to optimality with 99% of probability within a second of annealing time.",2020-01,4/25/2022 14:01,5/13/2022 22:04,,285-297,,1,21,,,,,,,,,,,,,,,IEEE Xplore,,Conference Name: IEEE Transactions on Intelligent Transportation Systems,,C:\Users\cfpgo\Zotero\storage\PHKJEJMB\8643733.html; C:\Users\cfpgo\Zotero\storage\XIFDSBNL\Stollenwerk et al. - 2020 - Quantum Annealing Applied to De-Conflicting Optima.pdf; C:\Users\cfpgo\Zotero\storage\H9EC435K\Stollenwerk et al. - 2020 - Quantum Annealing Applied to De-Conflicting Optima.pdf,,included; forward snowball,Optimization; Annealing; Quantum computing; Fuels; Quantum Physics; Computer Science - Data Structures and Algorithms; Trajectory; Air traffic management; classical optimization; Delays; NASA; optimal trajectories; quantum optimization,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.8,OK,OK,OK,OK,OK,OK,OK,,
ITNK88F2,conferencePaper,2020,"Sheng, Jiangfan; Kong, Weijian; Qi, Jie",Process optimization of carbon fiber precursor spinning coagulation process based on surrogate model,,,2020 Chinese Automation Congress (CAC),,,10.1109/CAC51589.2020.9326779,,Conference,C,23,239,2399,"High-quality carbon fiber precursor is the key to the manufacture of high-performance carbon fiber, and the coagulation process is one of the key steps in the preparation of the precursor. This coagulation process is an industrial process with complex mechanism and strict control accuracy requirements. Therefore, iterative optimization based on its strict mechanism model will be much time-consuming. In order to reduce the computational cost, a process optimization method for the coagulation process of carbon liber precursor spinning based on surrogate model was proposed. Using meta-modeling technology, this paper constructs the surrogate model which describes the relationship between the key operating parameters and the main output variables in the coagulation process. In the process of constructing the surrogate model, an evolutionary optimal sample point insertion criterion is adopted to improve the accuracy of the model. And the quantum-behaved particle swarm optimization (QPSO) algorithm is applied for searching operating parameters in the design space. The simulation results show that the proposed method not only provides a group of satisfactory operating parameters, but also greatly reduces the calculation cost.",2020-11,4/11/2022 15:14,5/12/2022 15:41,,6816-6821,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2688-0938,,; C:\Users\cfpgo\Zotero\storage\KN7RFETR\9326779.html; C:\Users\cfpgo\Zotero\storage\5S56PYE9\9326779.html; C:\Users\cfpgo\Zotero\storage\UESCYFJ7\Sheng et al. - 2020 - Process optimization of carbon fiber precursor spi.pdf,http://dx.doi.org/10.1109/CAC51589.2020.9326779,included; reverse snowball; forward snowball,Coagulation; Carbon; Mathematical model; Computational modeling; Particle swarm optimization; Process control; carbon fiber precursor; coagulation process; evolutionary optimal sample point insertion criterion; quantum-behaved particle swarm optimization; Spinning; surrogate model,,2020 Chinese Automation Congress (CAC),YES,NO,YES,N/A,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,N/A,NO,0.5,0.466666667,OK,OK,OK,OK,OK,OK,OK,,
BBWF6N2E,conferencePaper,2019,"Liu, Bo; Wang, Xiaoping",UAV Route Planning Based on QPSO Algorithm under Rolling Time Domain Control,,,2019 2nd World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM),,,10.1109/WCMEIM48965.2019.00130,,Conference,H,52,522,5229,"Aiming at the path planning problem of UAVs in complex environments, a RHC-QPSO path planning algorithm is proposed based on the quantum particle swarm optimization algorithm. The algorithm uses a quadtree to establish an environment model to reduce the storage of environmental information when there are many obstacles. Based on the QPSO algorithm, the UAV path optimization is performed. Combined with the RHC method, the active evasive strategy is adopted for the obstacles. The minimization of and are selected as the process performance index and used as the rolling optimization window. Optimize the indicator and change it to offline calculation for real-time online calculation. The simulation results show that the proposed algorithm can not only realize the dynamic path planning of UAVs with certain prior knowledge of the map in real time and effectively, but also prevent the UAV from making large maneuvers to avoid obstacles during the planning process. The smoothness of the path improves the safety of the drone.",2019-11,4/25/2022 14:37,5/11/2022 16:23,,612-617,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\cfpgo\Zotero\storage\3T6HDE4G\9004156.html; C:\Users\cfpgo\Zotero\storage\N4IV2WDR\Liu and Wang - 2019 - UAV Route Planning Based on QPSO Algorithm under R.pdf,,included; forward snowball,Encoding; Manufacturing; Path planning; Active avoidance; Dynamic path planning; Mechanical engineering; Quadtree; RHC-QPSO algorithm; Time-domain analysis,,2019 2nd World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM),YES,YES,NO,YES,NO,NO,NO,N/A,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,NO,N/A,YES,NO,YES,NO,N/A,NO,0.333333333,0.428571429,OK,OK,OK,OK,OK,OK,OK,,
